Theta,Alpha,Spatial Frequency,Visibilities Squared,Expected Value,Chi-Squared Value
1.35,0.01,112.41913195523817,0.1495021664495547,0.21756308079983733,0.021291700986980935
1.35,0.01,112.93758526112482,0.1519719984552907,0.21400439999681758,0.017981026750227804
1.35,0.01,113.46073003954483,0.14305671084551433,0.21044359254738432,0.021578190005853242
1.35,0.01,113.98862209945074,0.14035024325208656,0.20688126509058297,0.02139573568895374
1.35,0.01,114.52132631186345,0.13746413319008105,0.20331798702010648,0.021329790481535153
1.35,0.01,115.0589170118564,0.13945987430255066,0.19975429065985661,0.018199442083867843
1.35,0.01,115.6014449971821,0.13097444666883348,0.19619089005499044,0.021678807240987016
1.35,0.01,116.14900385164684,0.13245363827198092,0.19262824439608667,0.018797779284878465
1.35,0.01,116.7016383008472,0.12961808120160026,0.1890671679142017,0.018692795528445293
1.35,0.01,117.25943638777758,0.12171247874090142,0.1855081854977407,0.021939151578053658
1.35,0.01,117.82246210495981,0.12282107775676933,0.1819520577646583,0.01921645096872605
1.35,0.01,118.39079800532171,0.11885557959730142,0.17839942057423472,0.019873769695406593
1.35,0.01,118.96451068132436,0.1142580523199227,0.17485104746525373,0.020997935751066694
1.35,0.01,119.54367675030225,0.11197488491753693,0.17130767750280246,0.020550043800042467
1.35,0.01,120.12837429221197,0.10893640712451577,0.16777007014492232,0.020631808172987844
1.35,0.01,120.71869199572124,0.10765850603044066,0.16423895134181746,0.019492007014651425
1.35,0.01,121.31470204160578,0.10680971713583481,0.16071517657825923,0.018080424136446775
1.35,0.01,121.91649640888754,0.1034685846475856,0.15719951423411865,0.018365278088158205
1.35,0.01,90.47634200883208,0.32567562239722864,0.39226083910540305,0.011302660480168945
1.35,0.01,90.86949466333425,0.32800273602280733,0.3887826516588659,0.009501962417725981
1.35,0.01,91.26598782482581,0.3241173234460283,0.38528497160102493,0.009710945031844869
1.35,0.01,91.66587035095739,0.3236627771959648,0.38176780999811233,0.008843581749219068
1.35,0.01,92.06917967410396,0.30777252018759216,0.3782312929251578,0.013125404345288413
1.35,0.01,92.47596000060946,0.3030671293470549,0.37467550141844125,0.013685866653414782
1.35,0.01,92.8862563004468,0.3093015184267934,0.3711005250171382,0.010291327977445214
1.35,0.01,93.3001206769695,0.30950289437111206,0.36750640699387666,0.0091546906735568
1.35,0.01,93.7175934382943,0.2976557862245429,0.36389330930987357,0.012056856645153675
1.35,0.01,94.13872841657101,0.305308316903455,0.3602612932349436,0.008382331558777177
1.35,0.01,94.56356093129357,0.29731892905202373,0.35661059658659006,0.009858096962567217
1.35,0.01,94.99215302612589,0.2905474204724877,0.35294124460627696,0.011030134192395222
1.35,0.01,95.42455479892931,0.28572973532241175,0.3492533838168368,0.011553943655301923
1.35,0.01,95.86081053490729,0.27237797959440185,0.34554722849044045,0.015493508680126937
1.35,0.01,96.30097195486948,0.2717446322769806,0.3418229481706775,0.014367000181756807
1.35,0.01,96.74509170923636,0.27586313222059905,0.3380807240408031,0.011450013137804105
1.35,0.01,97.19323029346792,0.26280458819995767,0.33432069160066763,0.01529834429670947
1.35,0.01,97.64543551487489,0.26641684224381024,0.3305431136795816,0.012440672693125437
1.35,0.01,98.10176294355692,0.266292185022427,0.32674820882318445,0.011185771536319477
1.35,0.01,98.56227625675197,0.26521031133099443,0.3229361503233315,0.010318672852304926
1.35,0.01,99.02701896905458,0.2567506237305515,0.3191073006004942,0.012185102449694382
1.35,0.01,99.49607124663704,0.25841929611503434,0.3152617429785118,0.010248829226473844
1.35,0.01,99.96947140253693,0.24785878773771314,0.31139992837476277,0.012965566737697859
1.35,0.01,100.44729485653184,0.23589907909084162,0.3075220279453495,0.016681233656299536
1.35,0.01,100.92959642617771,0.23609171130709147,0.30362840600053986,0.015022326765131289
1.35,0.01,101.41644682832714,0.2345473454484661,0.29971932377801513,0.01417121427423547
1.35,0.01,101.90790310770743,0.23468696603757033,0.2957951788784693,0.012624322312375657
1.35,0.01,102.40403089659713,0.22868041151615762,0.2918563264524455,0.013675208882913844
1.35,0.01,102.90489708019254,0.22107376237664794,0.28790313934147466,0.015512736803504268
1.35,0.01,103.41057763137084,0.21862115486224712,0.28393594758112206,0.015024593343154527
1.35,0.01,103.921134381946,0.21895649783080354,0.2799552216487282,0.013290855178561926
1.35,0.01,104.43664612339293,0.22002930140482807,0.2759613293257518,0.011336341055431564
1.35,0.01,119.0474704211287,0.11549658659085447,0.17434110424687307,0.019861508122985233
1.35,0.01,119.56477503323677,0.11336574225923475,0.17117933334381283,0.01952578765674703
1.35,0.01,120.08647503642918,0.10770683498210365,0.1680222478061443,0.021651591212681145
1.35,0.01,120.61263471690046,0.10696556150466606,0.16487035342635054,0.02033697907362941
1.35,0.01,121.14330332763151,0.10148992750325786,0.16172426553547245,0.02243432960518403
1.35,0.01,121.67853903469441,0.09957415918639154,0.15858456458098943,0.021958177039710623
1.35,0.01,122.21840100893311,0.09967742533553713,0.15545184449365687,0.020011250703124137
1.35,0.01,122.76295780719131,0.09987233982993302,0.1523266651144219,0.018062866662144683
1.35,0.01,123.31226246630973,0.09405847171937348,0.1492096956757673,0.020385119680813708
1.35,0.01,123.86638581785729,0.09177810740607624,0.1461015238955473,0.02019851333787815
1.35,0.01,124.42537433471657,0.08916444623456707,0.14300289396827245,0.02026936919904589
1.35,0.01,124.98930965304872,0.0855995886817053,0.13991437434330664,0.02108500970906014
1.35,0.01,125.5582576908997,0.08356606338445444,0.13683664285457917,0.020738265554341686
1.35,0.01,126.1322767181037,0.08192362244729036,0.13377043846135606,0.02009481587797084
1.35,0.01,126.71143478815868,0.07925320194103982,0.13071646709247495,0.02026116310329338
1.35,0.01,127.29580117773124,0.07611360152305728,0.1276754490121975,0.02082329952283436
1.35,0.01,127.88545548587804,0.07439734166204395,0.12464807259641117,0.020258122783928818
1.35,0.01,128.4804606167715,0.06993951381289745,0.12163513355376511,0.021970930785479972
1.35,0.01,129.08088968875,0.06773242612380495,0.11863739532516791,0.021842319466718652
1.35,0.01,129.68682648740807,0.06542352814492862,0.11565559014866124,0.021817017663422006
1.35,0.01,130.29832826862375,0.06256735921994602,0.1126906015627652,0.022294134454129123
1.35,0.01,130.91550051389436,0.06107529274674395,0.1097431000622161,0.021582727912307306
1.35,0.01,131.53839363496402,0.058681545885752404,0.10681404225069624,0.02168944417330326
1.35,0.01,132.1671068680922,0.05466570286790099,0.10390417305886672,0.02333329716577472
1.35,0.01,132.80171234143103,0.05295872233450959,0.10101438627349461,0.02286156380106246
1.35,0.01,133.44230310319875,0.05157001983889849,0.0981455005680729,0.022102647524316267
1.35,0.01,134.08895421202777,0.05139471702255252,0.09529843662094924,0.02022631916031787
1.35,0.01,134.74175202592681,0.04993531931676531,0.09247408402814886,0.019568147359206384
1.35,0.01,135.40078455147582,0.04684696226279918,0.08967334553976368,0.02045311339223062
1.35,0.01,136.06615175269474,0.04534353990804237,0.08689709432644145,0.01987060555001142
1.35,0.01,136.73793498699558,0.04326542889507965,0.08414630179151751,0.01986119096375047
1.35,0.01,137.41623792706866,0.04080631346235848,0.08142186669134333,0.02026019828739553
1.35,0.01,133.29819350053324,0.0526264913741248,0.09878668285559954,0.021569337242764143
1.35,0.01,133.87742269406058,0.05133344354691991,0.09622435693234113,0.020942661180831244
1.35,0.01,134.46157343433896,0.04981830645505625,0.0936801691614698,0.020536502199950634
1.35,0.01,135.05071770302047,0.04728979588547572,0.09115473019415421,0.021108421447865514
1.35,0.01,135.64491064897436,0.044804712988582726,0.0886487364710085,0.021684442121249717
1.35,0.01,136.24421740111347,0.046453326733070545,0.08616285364647454,0.01830076954224548
1.35,0.01,136.84870421340005,0.04575071369104199,0.08369775536637587,0.017204499279654666
1.35,0.01,137.4584478493587,0.04108227641629367,0.08125408586756931,0.019860838471800465
1.35,0.01,138.07350769466987,0.03948670480906669,0.0788325719585978,0.019637787062961726
1.35,0.01,138.69396305988226,0.03779926355225846,0.07643387339928852,0.019528423873467152
1.35,0.01,139.3198659809716,0.036393631123058226,0.07405876679886758,0.019155901546808084
1.35,0.01,139.95130786645566,0.034792760633729373,0.07170788946397116,0.019003860617568945
1.35,0.01,140.58836252518066,0.03237437420286344,0.0693819588063189,0.019739444399444972
1.35,0.01,141.23109520224264,0.03160272054109006,0.06708173329115755,0.018764576941624377
1.35,0.01,141.87958209756675,0.029809953995925825,0.06480794083074369,0.018899830279888077
1.35,0.01,142.53390078066766,0.028175237988213368,0.06256131450735294,0.018899894730331355
1.35,0.01,143.1941403791046,0.0269005032451067,0.060342558357868614,0.01853370292211302
1.35,0.01,143.86037132707077,0.024299228598878564,0.05815244905488912,0.019707519698121796
1.35,0.01,144.53267549562477,0.02331937817021708,0.05599173238563512,0.019065006287457036
1.35,0.01,145.21114670001825,0.022878100831312947,0.053861124883572684,0.01782264632418926
1.35,0.01,145.89584905001408,0.02051229769392629,0.051761443384904585,0.01886556947715973
1.35,0.01,146.58690065390135,0.01941589118791612,0.04969334556132955,0.018447625793331774
1.35,0.01,147.2843579580236,0.018483165671876623,0.047657682045699645,0.01785971052537312
1.35,0.01,147.98833207783815,0.01647696274477759,0.04565514579909787,0.018647763608023477
1.35,0.01,148.69890377568586,0.01620278126375089,0.043686523511649616,0.01729036845304267
1.35,0.01,149.41617723823578,0.01486443157955727,0.04175254003048763,0.01731560224937408
1.35,0.01,150.14023650910565,0.014183655886955991,0.039853978297829724,0.016534496198942594
1.35,0.01,150.87117828389532,0.013030739438972672,0.03799158809797266,0.016399524130731164
1.35,0.01,151.60910110412001,0.011744069561557309,0.036166115580873466,0.016491578434401254
1.35,0.01,152.35411690011497,0.010983061945786403,0.03437827510619912,0.015920984899049
1.35,0.01,153.10631676828083,0.009931729737108366,0.03262883088943016,0.015788441898652538
1.35,0.01,153.865816791574,0.009042710176270289,0.030918486100324924,0.015477781503487628
1.35,0.01,141.20275512850156,0.0316517004120065,0.06718217765650789,0.018790918324746227
1.35,0.01,141.8163325208808,0.029773095675591457,0.06502764128999988,0.019113148836747643
1.35,0.01,142.43512330694895,0.028878898418724437,0.06289741606250038,0.018399158743340756
1.35,0.01,143.05920373685862,0.026466936016479207,0.06079209482039463,0.019381081214505914
1.35,0.01,143.6886322297982,0.026434300953361526,0.05871233851709915,0.017745362138192233
1.35,0.01,144.3234777768147,0.023579056676223176,0.056658778432298586,0.01931330010524153
1.35,0.01,144.96381056071976,0.023339496751177666,0.05463204846048638,0.017923980888031335
1.35,0.01,145.60971189710267,0.021360063784690554,0.052632754325436626,0.018581227340113287
1.35,0.01,146.26124469320547,0.0199250097209649,0.0506615650036301,0.01864797959906371
1.35,0.01,146.91849296267955,0.02004502106062349,0.04871909003305838,0.016876387282234694
1.35,0.01,147.58151182722582,0.017927549202625178,0.046806028527118085,0.017817503307549106
1.35,0.01,148.2503981158726,0.017255724270739545,0.044922961832712924,0.01703974989808554
1.35,0.01,148.92523001431883,0.01667722843793001,0.04307053074008841,0.016173620209530993
1.35,0.01,149.60607663668435,0.014971736106893316,0.041249402659951306,0.016740018398960197
1.35,0.01,150.29301870153782,0.01384336852275492,0.03946021425044838,0.016629985353639843
1.35,0.01,150.98613837825368,0.01264495537076649,0.03770359976452523,0.01665452802317491
1.35,0.01,151.6855300796413,0.011651438348364164,0.03598016419169968,0.01645036687455486
1.35,0.01,152.39126841663025,0.010777291646235287,0.03429056194835322,0.01612320851239396
1.35,0.01,153.10344011521988,0.010662904698836637,0.03263541563093105,0.014793475962458124
1.35,0.01,153.82214455389123,0.00939222405042508,0.031015317767598444,0.015075073078571456
1.35,0.01,154.54744964410602,0.008410335368401387,0.029430928720705633,0.015013639191483295
1.35,0.01,155.27948049795597,0.0071968345848290125,0.027882779888203004,0.015346688343482755
1.35,0.01,156.01829690904384,0.006445210532716814,0.02637153848208974,0.015056328466222148
1.35,0.01,156.76401658195584,0.005522796582744521,0.02489774409895963,0.015077213010305455
1.35,0.01,157.51672506822675,0.0053055086194253535,0.02346199585167365,0.014050724017636351
1.35,0.01,158.27653273277852,0.004764672722689979,0.022064836871454198,0.013564373093616328
1.35,0.01,159.043528603002,0.003471198570213173,0.02070684125866755,0.014346339703537506
1.35,0.01,159.8178151085307,0.003926110569351102,0.019388547099517,0.012331349132156732
1.35,0.01,160.599496634376,0.0025206275139051477,0.01811047755610289,0.013420045031132371
1.35,0.01,161.38869174832422,0.002190478690267453,0.016873120900355372,0.012776532779120608
1.35,0.01,162.18549694877794,0.0022699778833628645,0.01567698652837057,0.0114657163532049
1.35,0.01,162.9900352023945,0.0005418847497736236,0.014522527587815933,0.0134589776457983
1.35,0.01,17.57720648015204,0.9739268259059912,0.9678648184481499,3.796804441951401e-05
1.35,0.01,17.653585843342142,0.9960275385820737,0.9675887600705436,0.0008358552275544226
1.35,0.01,17.730614180394333,0.9642463950329431,0.9673092106718143,9.697870685216585e-06
1.35,0.01,17.80830098308286,0.9758389643180051,0.9670261073932632,8.031473667792712e-05
1.35,0.01,17.886653523547256,0.9440814742897489,0.9667393947426608,0.0005310442111311117
1.35,0.01,17.96568038993353,1.0121762802646301,0.9664490117353308,0.0021635731029370424
1.35,0.01,18.04539031874099,1.022487824434047,0.9661548961030064,0.00328456526707061
1.35,0.01,18.125793432299762,0.9724904297615348,0.9658569796786314,4.555815294414704e-05
1.35,0.01,18.206897561431433,0.9858551646751085,0.9655552019905013,0.0004267891510986848
1.35,0.01,18.2887131643264,0.9794402633593599,0.9652494920135214,0.00020862791750326967
1.35,0.01,18.37124710264623,0.98291175797946,0.9649397913563332,0.0003347271894019204
1.35,0.01,18.45451142986553,1.001430969847321,0.9646260213499086,0.0014042791754689825
1.35,0.01,18.53851587869932,0.9752143552135023,0.9643081111129468,0.00012334870878937386
1.35,0.01,18.623269052613967,0.9742367990460753,0.9639859931888674,0.00010900471735545362
1.35,0.01,18.708780999621254,0.9710970606273144,0.9636595937823802,5.740192224142067e-05
1.35,0.01,18.795061948332236,0.9845085319145993,0.9633288374864198,0.00046565558780687895
1.35,0.01,18.882123651445653,0.9605907635200776,0.9629936420720194,5.995704522990496e-06
1.35,0.01,18.969975396681964,0.9454346085380259,0.9626539338071239,0.00030800805181398363
1.35,0.01,19.05862797987015,0.9514357649845151,0.962309632187711,0.00012287208191393836
1.35,0.01,19.148093771845893,0.953196220977555,0.961960649536881,7.98527549006406e-05
1.35,0.01,19.23838122636623,0.9627377495571341,0.9616069124212988,1.3298496623367474e-06
1.35,0.01,19.329505917639093,0.9695001340186048,0.9612483184457079,7.083753380105349e-05
1.35,0.01,19.42147528889391,0.9609420106860944,0.9608847960369082,3.4067726901275235e-09
1.35,0.01,19.51430399223725,0.9587148780857014,0.9605162441037417,3.3783078119392634e-06
1.35,0.01,19.60800267729836,0.9536144355038676,0.9601425761974943,4.438572142541809e-05
1.35,0.01,19.702585082527452,0.9627358898190796,0.9597636923821729,9.204304845111504e-06
1.35,0.01,19.79806229023542,0.9441342643468946,0.9593795021110705,0.00024225791146759978
1.35,0.01,19.894447051071626,0.9508158559692631,0.9589899069323409,6.967237993225995e-05
1.35,0.01,19.99175235909483,0.9588227389231123,0.958594806120638,5.419741700256327e-08
1.35,0.01,20.089992973864494,0.9615619949116805,0.9581940904155979,1.183766504948247e-05
1.35,0.01,20.18918090769828,0.9643255448939542,0.9577876603732951,4.4627776879913114e-05
1.35,0.01,20.289331467736073,0.9544076266497483,0.9573754016775361,9.199827570384306e-06
1.35,0.01,136.64355836360417,0.04094340051944267,0.08452959003849984,0.022474448485150667
1.35,0.01,137.23732438573214,0.040998301700973946,0.0821353163792438,0.020603244149283325
1.35,0.01,137.83613546993524,0.03872482925835652,0.07976195345121743,0.021113394157908333
1.35,0.01,138.44006540437834,0.03789935794475226,0.07741011150548831,0.020166611526280208
1.35,0.01,139.0491707219937,0.034087012810556414,0.07508047940228793,0.022382173323685504
1.35,0.01,139.66351818622468,0.032558089189952136,0.07277371579099348,0.02222363672564514
1.35,0.01,140.28317571379935,0.0323729178526601,0.07049048520953913,0.0206119866658201
1.35,0.01,140.90822199476497,0.03130483514942123,0.06823142343211272,0.0199845299073396
1.35,0.01,141.53871790519574,0.02929834848150428,0.06599724090955068,0.020407045611060087
1.35,0.01,142.17474474608514,0.02803556591692986,0.06378858433385097,0.020039296047558625
1.35,0.01,142.8163558593481,0.02607504059485195,0.061606206011515584,0.020492476287702757
1.35,0.01,143.46364494756838,0.024847490808980924,0.059450728050448744,0.02014077988369173
1.35,0.01,144.1166876719617,0.02275288742411439,0.05732284418276418,0.020848266120302755
1.35,0.01,144.77555091507054,0.020981376124953894,0.05522328328075491,0.021232134998302628
1.35,0.01,145.44031278919826,0.02081679209394527,0.05315274369893666,0.019671868156474173
1.35,0.01,146.11105281061,0.019914351154588016,0.05111192591337886,0.019042300861051673
1.35,0.01,146.78786234368607,0.01779005613856176,0.04910150139819267,0.019966937391510186
1.35,0.01,147.47081359029613,0.017015974765524033,0.04712220463379692,0.019234776554389186
1.35,0.01,148.15999047620446,0.015632639923414043,0.04517473893690628,0.019319106975734676
1.35,0.01,148.85548917113007,0.015198876075985307,0.04325977815914833,0.01820199407458924
1.35,0.01,149.55737539378904,0.014674534954971332,0.041378082860685506,0.017233265087549257
1.35,0.01,150.26577021661652,0.012552410058140045,0.03953026733209764,0.01841132965228056
1.35,0.01,150.9807315025815,0.012235612981353974,0.03771711474779603,0.0172151803396131
1.35,0.01,151.7023731557894,0.011253733022664966,0.035939263456675974,0.016955701208041532
1.35,0.01,152.43077796546137,0.009724864471249333,0.034197431128733524,0.017513201987320943
1.35,0.01,153.16605273302386,0.00938194184127654,0.03249227618917664,0.016437369624773743
1.35,0.01,153.9082836113247,0.00801952287425375,0.03082450370513631,0.016871874261847785
1.35,0.01,154.65756972271873,0.007717224098332619,0.029194784451402934,0.015800274171834522
1.35,0.01,155.41401208180298,0.006482245211950895,0.027603780833419637,0.016161527643664686
1.35,0.01,156.1777254280115,0.005697595646454765,0.02605212223396623,0.015902994346523768
1.35,0.01,156.94880314397773,0.0051036756391041925,0.024540475649883122,0.015394534321538918
1.35,0.01,157.72736422597472,0.0052911950227944845,0.02306944915935602,0.013700644430687843
1.35,0.01,62.304476135849036,0.5615477073736105,0.654266131994746,0.013139463964022258
1.35,0.01,62.575211773876774,0.5684450160214684,0.6517608502186815,0.010650422199566691
1.35,0.01,62.84824777610337,0.5391920765248474,0.6492313157994354,0.018650724149404264
1.35,0.01,63.123617787239276,0.5525510907660538,0.6466772264378366,0.013700388778658397
1.35,0.01,63.40134758423856,0.5366232764429535,0.6440983551633341,0.017933429659237176
1.35,0.01,63.681467608795046,0.5346456621133153,0.6414944343292509,0.017796974553629906
1.35,0.01,63.96400882845827,0.5517052478792605,0.638865194065282,0.011891172487906563
1.35,0.01,64.24900712301819,0.5467179620058059,0.6362103215324645,0.012588419493662744
1.35,0.01,64.53649024974305,0.5376085580032162,0.6335295824697241,0.014523146494337728
1.35,0.01,64.82649527891908,0.5312772430253506,0.630822658925052,0.015708519163738274
1.35,0.01,65.11904653251288,0.537047748969131,0.6280893552305732,0.013196488686901429
1.35,0.01,65.41418673548316,0.5445770354259314,0.6253293072975699,0.010427992637370436
1.35,0.01,65.71195038658324,0.5507320152929476,0.6225422313871909,0.008283304931797795
1.35,0.01,66.01236798181176,0.5440277379198858,0.6197278850823534,0.00924682012599409
1.35,0.01,66.31547513752855,0.5123827187615334,0.6168859820786602,0.017703323403669417
1.35,0.01,66.62130811024875,0.5282944650258664,0.6140162342561821,0.01196747139573129
1.35,0.01,66.92990855879565,0.5258290738734841,0.6111183071466025,0.011903183438049707
1.35,0.01,67.24130940458699,0.5185926974630205,0.6081919529097627,0.013199823736901163
1.35,0.01,67.55554891470861,0.5111106638476344,0.605236878389177,0.01463847392693666
1.35,0.01,67.87267093904289,0.5163525927886038,0.6022527429557393,0.01225205843400984
1.35,0.01,68.19270544292614,0.5054571092712834,0.5992393419676019,0.014677119063357384
1.35,0.01,68.51570763097051,0.5159658210548012,0.5961962387251198,0.010796646307796599
1.35,0.01,68.84170388657832,0.5073582136696633,0.5931232738242169,0.01240154596512122
1.35,0.01,69.17074614586495,0.4900780590628493,0.5900200532281309,0.016928919861425747
1.35,0.01,69.5028721576941,0.4891147580624118,0.5868863230298217,0.01628812691838913
1.35,0.01,69.83813061961871,0.4947451136073053,0.583721732757903,0.013562693165570374
1.35,0.01,70.1765608141935,0.4979085394577456,0.5805260278246555,0.011757697427682146
1.35,0.01,70.51820793759502,0.48142383290170315,0.577298905207948,0.01592247864460549
1.35,0.01,70.86311804879323,0.47297766627713994,0.5740400614375911,0.01779249986488547
1.35,0.01,71.21134346478293,0.47567592077951515,0.5707491419582852,0.01583693556558682
1.35,0.01,71.56292676463717,0.47006643471687565,0.5674258926702749,0.016705025582059187
1.35,0.01,71.91792220631402,0.4717521643061201,0.5640699579224545,0.015109074501286866
1.35,0.01,94.24448475873768,0.2757144112490895,0.3593512532228623,0.01946597172713243
1.35,0.01,94.65401136572044,0.27833339158824905,0.3558350649202746,0.016880037864199164
1.35,0.01,95.06701760453905,0.2683737058764588,0.35230172066772675,0.019993974634732917
1.35,0.01,95.483554367659,0.26652256473799557,0.34875129963478757,0.019387927298930813
1.35,0.01,95.90366064643221,0.2561255486863015,0.3451839985080085,0.022977332434085854
1.35,0.01,96.32738248830069,0.2547645036976423,0.3415999698449908,0.02207376711552095
1.35,0.01,96.75476673613878,0.26558605183545403,0.33799937619662207,0.015513903025623802
1.35,0.01,97.1858676632913,0.26505791145462243,0.33438233502592873,0.014372397103816
1.35,0.01,97.6207272566204,0.26606952788831284,0.33074908475414194,0.012648395019655853
1.35,0.01,98.05940159026768,0.251014785721245,0.32709976399861196,0.01769773187452365
1.35,0.01,98.50192745470723,0.25308145788561764,0.32343469025407673,0.015303173882808361
1.35,0.01,98.94836947758652,0.24741936206528645,0.3197539690437936,0.01636350404775892
1.35,0.01,99.39877984323377,0.24941377538888262,0.316057829338559,0.014052586313531087
1.35,0.01,99.85320468123477,0.23459369442243955,0.3123465695179651,0.01935513360992005
1.35,0.01,100.3116978664584,0.22474042435839994,0.3086204446457808,0.022797769640591485
1.35,0.01,100.77431424210053,0.23341860332401715,0.30487972304556504,0.016749856569156597
1.35,0.01,101.24111682312542,0.2182812760270564,0.3011246290888783,0.02279129796619866
1.35,0.01,101.71215540791427,0.21366246217091905,0.29735551601779797,0.023556069704109082
1.35,0.01,102.1874878809404,0.21206492246098765,0.2935726944301459,0.022629886966402075
1.35,0.01,102.66718057146022,0.21716300146375486,0.28977643158721156,0.018195787025927418
1.35,0.01,103.15127880635637,0.21261878643535867,0.2859671847733564,0.01881330385167622
1.35,0.01,103.63986609054783,0.21650277547808125,0.28214513530264085,0.015271996090646845
1.35,0.01,104.13298233272674,0.20065543921790324,0.27831083174782834,0.021667715737491416
1.35,0.01,104.63070609374039,0.19352373516335836,0.2744645463997271,0.023869803985758043
1.35,0.01,105.13309447417654,0.19166212116760026,0.2706067451045355,0.023030666312979755
1.35,0.01,105.64022113609084,0.19241042912108125,0.26673779330079983,0.02071156470757212
1.35,0.01,106.15214549999939,0.1876414460529499,0.2628581932402307,0.02152323649377278
1.35,0.01,106.66893593162226,0.1837745480707754,0.25896840683694045,0.02183322848221441
1.35,0.01,107.1906621017786,0.17404963931448966,0.25506891527201286,0.025734704166837135
1.35,0.01,107.71740314745064,0.1717309299301621,0.2511601594078828,0.025119439764244716
1.35,0.01,108.24922347561284,0.17427666854027296,0.2472427203563811,0.021533676340224624
1.35,0.01,108.78620515923355,0.17221066860730658,0.24331707990388468,0.02077997043806133
1.35,0.01,151.3006652667614,0.010811711006757254,0.0369224742853333,0.01846495859733472
1.35,0.01,151.95812175601432,0.010855472617407828,0.0353216919138482,0.016946976609204446
1.35,0.01,152.62116446724082,0.009156131870683927,0.03375081559132691,0.01792248444135093
1.35,0.01,153.28987510351251,0.008638809437642659,0.032210330607670104,0.01724964009331669
1.35,0.01,153.96431626178133,0.007957532585058515,0.030700765278586145,0.01684826513796157
1.35,0.01,154.64456186688886,0.007349385174482457,0.02922261858040428,0.016372192598467523
1.35,0.01,155.3306871206687,0.007156205440968583,0.02777638369322036,0.01530767128834045
1.35,0.01,156.02277915387648,0.005603642304816419,0.026362525948233243,0.01634635660357875
1.35,0.01,156.72090537247436,0.0052743303567995585,0.024981547189545233,0.015546450840138074
1.35,0.01,157.42515579822822,0.004880492664132378,0.023633898609529986,0.014880754138932499
1.35,0.01,158.13558949478724,0.004377847563095663,0.022320084224135388,0.014423057420753447
1.35,0.01,158.85231021576726,0.0035338154899973227,0.021040517109603692,0.014566400626058617
1.35,0.01,159.57540173820414,0.0029442004697180215,0.019795641705264197,0.01434513091028266
1.35,0.01,160.3049381188136,0.002758322989507229,0.018585909464081184,0.013478624443654618
1.35,0.01,161.04100584863562,0.002448524869335578,0.01741173982616159,0.012859013750467913
1.35,0.01,161.7836929732683,0.002230130606891661,0.016273539113716057,0.012118895657019338
1.35,0.01,162.5331006573159,0.0013723449578217429,0.015171682964156354,0.012551127641076408
1.35,0.01,163.28930884740055,0.0015863208213497608,0.01410656623383201,0.01111231057866024
1.35,0.01,164.05241047160547,0.0010444200037992475,0.013078549944357748,0.011073114683384594
1.35,0.01,164.82251201531963,0.0007592052114719992,0.012087963018473154,0.01061723577856383
1.35,0.01,165.59968624659436,0.00048223245324182057,0.011135161324146608,0.010191580546072975
1.35,0.01,166.38406722473107,0.0002551387405329695,0.010220407984754461,0.009716499699225318
1.35,0.01,167.17571901938527,0.00021409777649487906,0.009344031389083105,0.008920741412283257
1.35,0.01,167.97476775261583,0.0006104428361877256,0.008506268282887948,0.007329190358382682
1.35,0.01,168.78130509405145,0.0005782256335553234,0.007707372955831393,0.006594301564745493
1.35,0.01,169.59544930120128,-0.00011997123897626284,0.0069475502650391445,0.0071895644225956215
1.35,0.01,170.41729576812088,9.895764713712799e-05,0.006227003346862331,0.006030660657480258
1.35,0.01,171.24695424955036,-2.072139923322216e-06,0.005545895805593798,0.005550040859664124
1.35,0.01,172.0845365954437,0.00040246136521439557,0.004904362903308726,0.004132466919408206
1.35,0.01,172.93016985279036,8.758176555249241e-05,0.0043025012277422454,0.0041291205120860585
1.35,0.01,173.78395742093628,0.0004020906360615033,0.0037403953095846,0.002979438580919354
1.35,0.01,174.64603106032072,0.0007241437457317404,0.0032180792023487705,0.001932741138636995
1.35,0.01,144.87045310233378,0.020359205654851595,0.05492475920026569,0.021752985525972216
1.35,0.01,145.4999679780629,0.020294899309158537,0.05296927243894561,0.020155358196681378
1.35,0.01,146.1348316637726,0.018527743482046007,0.0510404624106383,0.020710566523184915
1.35,0.01,146.77512239018958,0.01662424462696672,0.04913889372611822,0.021514574828106703
1.35,0.01,147.42090009392274,0.015379537096245677,0.04726519019697176,0.02151043652681591
1.35,0.01,148.07223555804015,0.014744814775173098,0.04541994620235468,0.020716970554801786
1.35,0.01,148.72920078833036,0.01438385659608863,0.043603755823635675,0.019580939640185667
1.35,0.01,149.39187921252991,0.013916470014775665,0.041817185227651814,0.01861555016561145
1.35,0.01,150.06033537187713,0.012754652322561021,0.04006085425218527,0.018612400502686286
1.35,0.01,150.73465546225205,0.011624491617507563,0.0383353266150632,0.01861125935956674
1.35,0.01,151.4148960371247,0.01065402536751581,0.03664124232421594,0.018431019319131502
1.35,0.01,152.10115644062748,0.010283825760205968,0.03497913352995597,0.01743491517079447
1.35,0.01,152.79351688930885,0.009641910390312711,0.033349581691812125,0.016853395156015777
1.35,0.01,153.49204829250652,0.007948238666685117,0.03175318779713143,0.017846258672470357
1.35,0.01,154.196833465429,0.007476007834646706,0.030190521704590394,0.01708977226019302
1.35,0.01,154.90795671177497,0.006597574224187205,0.02866214701963954,0.01698565610985893
1.35,0.01,155.6255148966972,0.005950630325903076,0.027168597661626933,0.016570679998537882
